id,created_at,campaign_var_1,campaign_var_2,products_purchased,signup_date,user_activity_var_1,user_activity_var_2,user_activity_var_3,user_activity_var_4,user_activity_var_5,user_activity_var_6,user_activity_var_7,user_activity_var_8,user_activity_var_9,user_activity_var_10,user_activity_var_11,user_activity_var_12,buy
83,03-01-2021,2,3,,08-12-2020,1,0,0,0,0,0,0,1,0,0,0,0,0
84,03-01-2021,1,4,3,,1,0,0,0,0,1,0,0,0,0,0,0,0
85,03-01-2021,6,5,1,04-11-2017,2,0,0,0,1,1,0,0,0,0,0,0,0
86,03-01-2021,6,7,,21-12-2020,0,0,0,0,0,1,0,0,0,0,0,0,0
87,03-01-2021,5,5,3,01-04-2019,1,0,0,0,0,0,0,0,0,0,1,0,0
88,03-01-2021,2,6,2,15-07-2018,0,0,0,0,0,1,0,0,0,0,0,0,0
89,03-01-2021,6,3,2,16-08-2021,1,0,1,0,0,0,0,0,0,0,0,0,0
90,03-01-2021,7,3,2,11-08-2019,0,0,0,0,0,1,0,0,0,0,0,0,0
91,03-01-2021,1,2,1,14-06-2021,0,0,0,0,0,1,0,1,0,0,0,0,0
92,03-01-2021,5,5,2,09-07-2020,0,0,0,0,0,0,0,0,0,0,0,0,0
93,03-01-2021,8,5,,25-10-2019,0,0,0,0,1,0,1,0,0,0,0,0,0
94,03-01-2021,2,3,1,,0,0,0,0,0,1,0,0,0,0,0,0,0
95,03-01-2021,6,4,2,04-01-2021,0,0,0,0,0,1,0,0,0,0,1,0,0
96,03-01-2021,2,2,,06-09-2019,0,0,0,0,0,0,1,0,0,0,0,0,0
97,03-01-2021,2,1,2,05-08-2020,0,0,0,0,0,1,0,0,0,0,0,0,0
98,03-01-2021,10,8,,,1,0,1,0,0,1,0,1,0,0,0,0,0
99,03-01-2021,4,7,2,25-05-2021,0,0,0,0,1,1,1,0,0,0,0,0,0
100,03-01-2021,8,1,,12-01-2018,0,0,0,0,0,1,0,0,0,0,0,0,0
101,03-01-2021,4,2,1,09-08-2020,0,0,0,0,1,0,0,0,0,0,1,0,0
102,03-01-2021,8,7,2,18-08-2019,0,0,0,0,0,1,0,0,0,0,0,0,0
103,04-01-2021,3,5,3,10-03-2019,0,0,0,0,0,0,0,1,0,0,0,0,0
104,04-01-2021,5,7,,,0,0,0,0,0,1,0,1,0,0,0,0,0
105,04-01-2021,5,5,,28-01-2021,0,0,0,0,0,0,1,0,0,0,0,0,0
106,04-01-2021,1,1,,10-08-2020,1,0,0,0,0,0,0,0,0,0,0,0,0
107,04-01-2021,4,7,2,01-06-2020,0,0,0,0,1,1,1,0,0,0,0,0,0
108,04-01-2021,10,12,,,0,0,0,0,1,0,0,0,0,0,1,0,0
109,04-01-2021,4,2,,,1,0,1,0,0,0,1,0,0,0,0,0,0
110,04-01-2021,3,5,3,13-12-2019,0,0,1,0,1,2,0,0,0,0,0,0,0
111,04-01-2021,3,3,2,25-03-2022,0,0,0,0,0,0,1,0,0,0,0,0,0
112,04-01-2021,1,1,,01-07-2019,0,0,0,0,0,1,0,0,0,0,0,0,0
113,04-01-2021,5,2,2,30-06-2020,1,0,1,0,0,1,1,1,0,0,1,0,0
114,04-01-2021,9,7,3,25-06-2018,0,0,0,0,0,1,0,0,0,0,0,0,0
115,04-01-2021,7,8,1,,0,0,0,0,1,0,1,1,0,0,0,0,0
116,04-01-2021,9,7,2,,1,0,0,0,0,0,0,0,0,0,0,0,0
117,04-01-2021,7,7,3,13-10-2018,1,0,0,0,1,0,1,0,0,0,0,0,0
118,04-01-2021,2,6,,29-10-2020,1,0,0,0,0,0,0,0,0,0,0,0,0
119,04-01-2021,2,6,,22-02-2022,1,0,0,0,0,0,0,0,0,0,0,0,0
120,04-01-2021,5,4,,,0,0,0,0,0,0,0,0,0,0,1,0,0
121,04-01-2021,3,6,2,06-04-2021,0,0,0,0,0,2,0,0,0,0,0,0,0
122,04-01-2021,12,6,,16-04-2021,0,0,0,0,0,1,0,1,0,0,0,0,0
123,04-01-2021,12,8,2,06-04-2021,0,0,0,0,0,1,0,0,0,0,0,0,0
124,04-01-2021,3,3,,28-11-2020,0,0,0,0,0,0,1,0,0,0,0,0,0
125,04-01-2021,8,10,3,08-02-2019,1,0,0,0,0,1,0,0,0,0,0,0,0
126,04-01-2021,6,5,2,19-04-2021,1,0,0,0,1,0,0,0,0,0,0,0,0
127,04-01-2021,7,5,,28-05-2020,0,0,0,0,0,1,1,0,0,0,0,0,0
128,04-01-2021,7,5,1,02-10-2018,0,0,0,0,0,0,0,1,0,0,0,0,0
129,04-01-2021,2,4,1,29-10-2021,0,0,0,0,0,0,0,0,0,0,0,0,0
130,04-01-2021,3,3,,07-10-2020,0,0,0,0,0,0,1,0,0,0,0,0,0
131,04-01-2021,4,3,3,15-08-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
132,04-01-2021,5,4,3,14-03-2020,1,0,0,0,0,2,0,0,0,0,0,0,0
133,04-01-2021,3,2,2,19-01-2021,0,0,0,0,0,1,0,0,0,0,0,0,0
134,04-01-2021,8,5,,,0,0,0,0,0,0,0,0,0,0,0,0,0
135,04-01-2021,2,7,,,0,0,0,0,0,1,0,0,0,0,0,0,0
136,04-01-2021,2,3,,31-05-2021,0,0,0,0,0,0,1,0,0,0,0,0,0
137,04-01-2021,4,3,3,08-06-2019,1,0,0,0,0,0,1,0,0,0,0,0,0
138,04-01-2021,6,4,2,21-04-2021,0,0,0,0,0,1,0,0,0,0,1,0,0
139,05-01-2021,1,3,2,10-08-2019,0,0,1,0,0,1,0,0,0,0,0,0,0
140,05-01-2021,4,1,,19-02-2020,0,0,0,0,1,0,0,2,0,0,0,0,0
141,05-01-2021,1,2,4,29-07-2018,0,0,1,0,1,1,0,0,0,0,0,0,0
142,05-01-2021,2,6,,,1,0,0,0,1,1,0,0,0,0,0,0,0
143,05-01-2021,12,9,,30-05-2021,1,0,0,0,0,0,0,1,0,0,0,0,0
144,05-01-2021,1,3,,,0,0,0,0,0,0,0,0,0,0,0,0,0
145,05-01-2021,4,5,2,12-02-2019,1,0,1,1,1,1,0,0,0,0,0,0,1
146,05-01-2021,3,3,,,1,0,0,0,0,1,0,1,0,0,0,0,0
147,05-01-2021,9,5,,,1,0,0,0,0,0,0,0,0,0,0,0,0
148,05-01-2021,2,6,3,29-01-2020,0,0,0,0,0,0,1,0,0,0,0,0,0
149,05-01-2021,5,2,2,03-10-2020,1,0,0,0,0,0,1,0,0,0,0,0,0
150,05-01-2021,2,2,3,13-03-2021,0,0,0,1,0,1,1,0,0,0,0,0,0
151,05-01-2021,8,3,2,12-10-2020,1,0,0,0,0,0,0,0,0,0,0,0,0
152,05-01-2021,6,5,4,08-03-2020,1,0,0,0,0,1,0,0,0,0,0,0,0
153,05-01-2021,12,6,2,27-06-2020,1,0,0,0,0,0,0,0,0,0,0,0,0
154,05-01-2021,2,6,4,30-06-2019,1,0,0,0,0,0,0,0,0,0,0,0,0
155,05-01-2021,4,6,3,04-12-2020,0,0,1,0,0,0,1,0,0,0,0,0,0
156,05-01-2021,2,3,3,03-01-2021,2,0,0,0,0,0,1,0,0,0,0,0,0
157,05-01-2021,7,7,,11-05-2019,0,0,1,0,0,0,0,0,0,0,0,0,0
158,05-01-2021,2,5,,11-12-2019,1,0,0,0,1,1,0,0,0,0,0,0,0
159,05-01-2021,2,9,,,0,0,1,0,0,0,0,0,0,0,0,0,0
160,05-01-2021,5,7,3,11-03-2016,1,0,0,0,1,1,1,0,0,0,0,0,1
161,05-01-2021,4,4,,26-07-2020,0,0,0,0,0,1,1,0,0,0,0,0,0
162,05-01-2021,5,9,2,16-06-2018,0,0,0,0,1,0,0,0,0,0,0,0,0
163,05-01-2021,1,1,,18-11-2021,0,0,0,0,1,0,0,0,0,0,0,0,0
164,05-01-2021,1,2,,07-02-2021,1,0,0,0,0,0,1,0,0,0,0,0,0
165,05-01-2021,2,6,3,18-07-2020,0,0,0,0,0,1,0,1,0,0,0,0,0
166,05-01-2021,1,1,1,02-03-2021,0,0,1,0,1,0,0,1,0,0,0,0,0
167,05-01-2021,1,2,4,,1,0,0,0,0,0,0,1,0,0,0,0,0
168,05-01-2021,9,5,,,0,0,0,0,0,0,1,0,0,0,0,0,0
169,05-01-2021,11,6,,,0,0,1,0,0,0,0,1,0,0,0,0,0
170,05-01-2021,6,5,1,15-06-2021,0,0,0,0,0,0,0,0,0,0,0,0,0
171,05-01-2021,5,7,3,14-02-2018,1,0,0,0,0,0,0,0,0,0,1,0,0
172,05-01-2021,4,6,,,0,0,0,0,0,0,0,0,0,0,0,0,0
173,05-01-2021,3,4,3,20-03-2020,0,0,0,0,0,1,0,0,0,0,0,0,0
174,05-01-2021,6,3,,13-11-2020,0,1,0,0,1,0,0,0,0,0,0,0,1
175,05-01-2021,3,3,4,21-03-2018,1,0,0,0,0,1,0,0,0,0,0,0,0
176,05-01-2021,3,4,,19-10-2020,0,0,0,0,1,0,0,0,0,0,0,0,0
177,05-01-2021,9,7,3,,0,0,0,0,0,0,0,0,0,0,1,0,0
178,06-01-2021,9,10,2,07-02-2019,0,0,1,0,0,1,0,0,0,0,0,0,0
179,06-01-2021,8,9,,23-07-2018,1,0,0,1,1,0,0,0,1,0,0,0,1
180,06-01-2021,2,2,1,06-03-2022,1,0,1,0,0,0,1,0,0,0,0,0,0
181,06-01-2021,4,6,,03-10-2021,0,0,0,0,0,1,0,1,0,0,0,0,0
182,06-01-2021,4,2,1,23-11-2020,0,0,0,0,0,0,0,0,0,0,0,0,0
183,06-01-2021,4,5,1,24-10-2020,1,0,0,0,0,1,0,0,0,0,0,0,0
184,06-01-2021,8,8,3,,1,0,0,0,0,1,0,0,0,0,0,0,0
185,06-01-2021,2,2,,31-08-2021,1,0,0,0,0,0,0,0,0,0,0,0,0
186,06-01-2021,10,6,3,04-04-2021,0,0,0,0,1,1,0,0,0,0,0,0,0
187,06-01-2021,1,1,3,16-04-2018,1,0,0,0,0,0,1,0,0,0,0,0,0
188,06-01-2021,10,5,,,1,0,0,0,0,0,0,1,0,0,0,0,0
189,06-01-2021,1,2,1,07-11-2020,1,0,0,0,1,0,1,0,0,0,0,0,0
190,06-01-2021,3,5,1,25-01-2022,0,0,0,0,0,1,0,0,0,0,0,0,0
191,06-01-2021,1,2,2,08-08-2020,0,0,0,0,0,1,0,0,0,0,0,0,0
192,06-01-2021,1,2,,11-11-2021,0,0,0,0,0,0,0,0,0,0,0,0,0
193,06-01-2021,6,8,,,1,0,0,0,0,0,0,0,0,0,0,0,0
194,06-01-2021,9,7,,09-12-2021,0,0,0,0,0,0,0,0,0,0,1,0,0
195,06-01-2021,7,4,2,22-09-2018,1,0,0,0,0,0,0,0,0,0,0,0,0
196,06-01-2021,2,4,,,0,0,1,0,0,1,0,0,0,0,0,0,0
197,06-01-2021,3,3,2,07-07-2019,1,0,0,0,0,0,0,0,0,0,0,0,0
198,06-01-2021,6,9,4,15-03-2017,0,0,0,0,0,0,0,0,0,0,1,0,0
199,06-01-2021,10,9,,25-05-2019,1,0,0,0,0,0,1,0,0,0,0,0,0
200,06-01-2021,12,6,2,16-11-2020,0,0,0,0,0,1,0,0,0,0,0,0,0
201,06-01-2021,12,4,,,1,0,0,0,0,0,0,0,0,0,1,0,0
202,06-01-2021,1,3,,09-07-2021,0,0,0,0,1,1,1,0,0,0,0,0,0
203,06-01-2021,2,6,,,0,0,0,0,0,0,0,1,0,0,0,0,0
204,06-01-2021,2,5,,06-02-2022,1,0,1,0,0,0,0,0,0,0,0,0,0
205,06-01-2021,7,6,,,1,0,0,0,0,0,0,1,0,0,1,0,0
206,06-01-2021,2,5,3,11-12-2019,0,0,0,0,0,0,1,1,0,0,0,0,0
207,07-01-2021,3,1,,28-11-2021,0,0,0,0,1,0,0,1,0,0,0,0,0
208,07-01-2021,4,5,,,1,0,0,0,0,0,0,0,0,0,0,0,0
209,07-01-2021,2,6,3,19-09-2021,0,0,0,0,0,0,1,0,0,0,0,0,0
210,07-01-2021,3,4,,23-11-2020,1,0,0,0,0,0,0,0,0,0,0,0,0
211,07-01-2021,1,2,2,29-07-2021,0,0,0,0,1,0,1,0,0,0,0,0,0
212,07-01-2021,7,6,3,07-08-2019,1,0,0,0,0,0,0,1,0,0,0,0,0
213,07-01-2021,9,7,,30-06-2018,1,0,0,0,1,1,0,0,0,0,0,0,0
214,07-01-2021,1,2,2,18-08-2020,0,0,0,0,0,1,0,0,0,0,1,0,0
215,07-01-2021,3,1,2,03-12-2019,0,0,0,0,0,1,0,0,0,0,1,0,0
216,07-01-2021,3,5,3,09-01-2018,1,0,0,0,0,0,0,1,0,0,0,0,0
217,07-01-2021,2,6,,,0,0,0,0,0,1,0,1,0,0,0,0,0
218,07-01-2021,6,7,3,23-04-2019,0,0,0,0,0,0,1,0,0,0,1,0,0
219,07-01-2021,9,2,,,0,0,0,0,0,0,1,1,0,0,0,0,0
220,07-01-2021,10,9,,,0,0,0,0,1,1,0,1,0,0,0,0,0
221,07-01-2021,2,2,1,11-07-2020,0,0,0,0,0,1,1,0,0,0,0,0,0
222,07-01-2021,8,7,2,17-11-2019,0,0,0,0,0,0,1,0,0,0,0,0,0
223,07-01-2021,1,2,2,29-05-2021,1,0,0,0,0,0,0,0,0,0,0,0,0
224,07-01-2021,3,1,,01-07-2018,0,0,0,0,0,1,1,0,0,0,0,0,0
225,07-01-2021,5,3,2,13-08-2020,0,0,0,0,0,1,0,1,0,0,0,0,0
226,07-01-2021,2,1,,11-05-2021,2,0,1,0,0,0,0,1,0,0,0,0,0
227,07-01-2021,9,7,,18-05-2019,1,0,1,0,0,0,0,0,0,0,0,0,0
228,07-01-2021,10,7,2,26-06-2019,0,0,0,0,0,0,0,0,0,0,1,0,0
229,07-01-2021,3,5,,15-03-2019,1,0,0,0,1,0,0,0,0,0,0,0,0
230,07-01-2021,1,8,,26-08-2021,0,0,0,0,0,0,0,0,0,0,1,0,0
231,07-01-2021,9,6,,,1,0,0,0,0,1,0,0,0,0,0,0,0
232,07-01-2021,3,2,2,08-11-2016,0,0,0,0,0,0,0,0,0,0,0,0,0
233,07-01-2021,6,5,,,0,0,0,0,0,1,0,1,0,0,0,0,0
234,07-01-2021,4,6,,22-02-2021,0,0,0,0,0,1,0,0,0,0,0,0,0
235,07-01-2021,2,6,2,01-12-2019,1,0,0,0,0,0,1,0,0,0,0,0,0
236,07-01-2021,7,8,1,12-01-2020,0,0,0,0,0,1,0,0,0,0,0,0,0
237,07-01-2021,11,9,2,21-05-2019,1,0,0,0,0,1,0,0,0,0,0,0,0
238,07-01-2021,9,9,1,21-02-2021,1,0,1,0,0,0,0,0,0,0,0,0,0
239,07-01-2021,6,8,2,27-01-2022,1,0,0,0,0,0,0,0,0,0,0,0,0
240,07-01-2021,9,8,,,0,0,0,0,0,0,0,0,0,0,1,0,0
241,08-01-2021,7,6,,14-07-2019,0,0,0,0,0,0,0,1,0,0,0,0,0
242,08-01-2021,7,3,,,1,0,0,0,0,1,1,1,0,0,0,0,0
243,08-01-2021,6,11,,,0,0,0,0,0,0,0,1,0,0,0,0,0
244,08-01-2021,10,4,3,05-03-2021,0,0,0,0,0,1,1,0,0,0,0,0,0
245,08-01-2021,12,9,,12-02-2022,0,0,0,0,0,1,0,0,0,0,0,0,0
246,08-01-2021,5,5,2,25-03-2020,1,0,0,0,0,0,0,0,0,0,0,0,0
247,08-01-2021,3,4,2,03-09-2020,1,0,0,0,0,0,1,1,0,0,1,0,0
248,08-01-2021,3,4,,,0,0,0,0,0,0,0,1,0,0,0,0,0
249,08-01-2021,2,1,3,17-08-2021,0,0,0,0,0,0,1,1,0,0,1,0,0
250,08-01-2021,16,11,,,1,0,0,0,0,1,0,1,0,0,0,0,0
251,08-01-2021,4,6,,,0,0,0,0,1,0,0,0,0,0,0,0,0
252,08-01-2021,5,2,2,15-06-2020,1,0,0,0,0,1,0,0,0,0,0,0,0
253,08-01-2021,3,2,3,24-10-2020,1,0,0,0,0,0,0,0,0,0,0,0,0
254,08-01-2021,12,8,1,,0,0,0,0,0,0,0,1,0,0,1,0,0
255,08-01-2021,7,5,,,1,0,0,0,0,0,1,0,0,0,0,0,0
256,08-01-2021,2,2,2,23-04-2021,0,0,0,0,1,0,1,0,0,0,0,0,0
257,08-01-2021,6,7,,,0,0,1,0,0,0,0,1,0,0,1,0,0
258,08-01-2021,5,3,,11-10-2021,1,0,0,0,0,0,0,0,0,0,0,0,0
259,08-01-2021,9,4,,,1,0,0,0,0,0,0,0,0,0,0,0,0
260,08-01-2021,9,7,2,05-02-2020,1,0,0,0,0,2,0,0,0,0,0,0,0
261,08-01-2021,5,3,2,08-04-2021,0,0,1,0,0,0,0,1,0,0,0,0,0
262,08-01-2021,6,7,3,14-05-2020,1,0,0,0,0,1,0,0,0,0,0,0,0
263,08-01-2021,2,2,3,24-03-2020,1,0,0,0,0,0,1,0,0,0,0,0,0
264,08-01-2021,1,2,,,1,0,0,0,0,0,1,0,0,0,0,0,0
265,08-01-2021,4,2,1,06-07-2019,0,0,0,0,0,0,1,0,0,0,0,0,0
266,08-01-2021,4,1,4,,0,0,0,0,0,0,1,1,0,0,0,0,0
267,08-01-2021,2,4,2,20-01-2019,1,0,0,0,0,1,0,0,0,0,0,0,0
268,08-01-2021,4,8,3,,1,0,0,0,0,0,0,1,0,0,0,0,0
269,08-01-2021,4,4,3,26-12-2018,0,0,0,0,0,0,0,0,0,0,0,0,0
270,08-01-2021,4,4,,,0,0,0,0,0,0,0,0,0,0,0,0,0
271,08-01-2021,9,6,2,30-05-2019,0,0,0,0,0,1,0,0,0,0,0,0,0
272,08-01-2021,11,6,,,0,0,0,0,0,0,0,1,0,0,1,0,0
273,08-01-2021,3,2,,,1,0,1,0,1,0,0,0,0,0,0,0,0
274,08-01-2021,2,4,2,15-12-2018,0,0,0,0,0,0,0,1,0,0,0,0,0
275,08-01-2021,3,4,2,01-03-2020,1,0,0,0,1,0,0,0,1,0,0,0,1
276,08-01-2021,9,3,1,28-05-2019,0,0,1,0,0,1,1,0,0,0,0,0,0
277,08-01-2021,4,2,,09-03-2021,0,0,0,0,0,2,0,1,0,0,0,0,0
278,09-01-2021,4,2,1,19-10-2021,0,0,0,0,0,0,1,1,0,0,0,0,0
279,09-01-2021,9,6,,,0,0,0,0,0,1,0,0,0,0,0,0,0
280,09-01-2021,2,2,3,09-09-2018,2,0,0,0,0,0,0,0,0,0,0,0,0
281,09-01-2021,5,4,,11-09-2020,0,0,0,0,0,1,0,0,0,0,0,0,0
282,09-01-2021,13,10,,,2,0,0,0,0,0,0,0,0,0,0,0,0
283,09-01-2021,5,6,,,1,0,0,0,0,0,0,0,0,0,0,0,0
284,09-01-2021,12,3,,,0,0,0,0,0,0,1,1,0,0,1,0,0
285,09-01-2021,5,4,,,1,0,0,0,0,0,1,0,0,0,0,0,0
286,09-01-2021,4,6,,13-09-2019,0,0,0,0,0,1,0,0,0,0,1,0,0
287,09-01-2021,10,5,,,1,0,0,0,0,0,0,0,0,0,0,0,0
288,09-01-2021,4,6,,03-07-2021,0,0,0,0,0,0,1,1,0,0,0,0,0
289,09-01-2021,5,2,2,13-05-2019,1,0,0,0,1,0,0,1,0,0,0,0,0
290,09-01-2021,7,9,2,16-06-2021,0,0,0,0,0,0,1,0,0,0,0,0,0
291,09-01-2021,4,7,3,,0,0,0,0,1,0,1,0,0,0,0,0,0
292,09-01-2021,8,4,,,0,0,0,0,0,0,1,0,0,0,1,0,0
293,09-01-2021,9,5,2,11-08-2019,1,0,0,0,0,0,0,0,0,0,0,0,0
294,09-01-2021,5,5,2,28-03-2021,1,0,0,0,0,0,1,1,0,0,1,0,0
295,09-01-2021,2,2,3,11-11-2019,1,0,0,0,0,0,0,0,0,0,0,0,0
296,09-01-2021,9,7,,,0,0,0,0,0,0,0,1,0,0,1,0,0
297,09-01-2021,8,7,,,0,0,0,0,0,1,0,1,0,0,0,0,0
